subject,block,duration_ms
376,0,319278
376,1,143528
376,2,294911
376,3,155072
376,4,147322
376,5,92720
376,6,226729
376,7,68248
376,8,163220
376,9,467590
376,postquiz,32355
377,instructions,47305
377,prequiz,35190
377,0,792069
377,1,290096
377,2,255027
377,3,752015
377,4,221039
377,5,1976872
377,6,328643
377,7,160978
377,8,230866
377,9,94440
377,postquiz,35565
378,instructions,316903
378,prequiz,46088
378,0,508997
378,1,885983
378,2,172865
378,3,837831
378,4,1121776
378,5,177561
378,6,234039
378,7,165905
378,8,206839
378,9,173160
378,postquiz,56785
379,instructions,532746
379,prequiz,235082
379,0,521508
379,1,385765
379,2,931984
379,3,222625
379,4,1275960
379,5,298885
379,6,117046
379,7,342065
379,8,221634
379,9,236637
379,postquiz,42736
380,instructions,25391
380,prequiz,109470
380,0,1168096
380,1,521498
380,2,375914
380,3,194007
380,4,150395
380,5,275221
380,6,217738
380,7,204843
380,8,118263
380,9,107031
380,postquiz,25792
381,instructions,210581
381,prequiz,15943
381,0,209012
381,1,182559
381,2,174083
381,3,277213
381,4,90475
381,5,52428
381,6,126502
381,7,74209
381,8,119301
381,9,241611
381,postquiz,26915
382,instructions,17432
382,prequiz,10096
382,0,1425419
382,1,259410
382,2,290731
382,3,135025
382,4,403734
382,5,360588
382,6,209225
382,7,151502
382,8,525893
382,9,72061
382,postquiz,76134
383,instructions,680122
383,prequiz,1312833
383,0,448484
383,1,251283
383,2,115848
383,3,151061
383,4,147895
383,5,97087
383,6,84487
383,7,87242
383,8,92297
383,9,77022
383,postquiz,33042
384,instructions,4101030
384,prequiz,615098
384,0,694606
384,1,503642
384,2,494274
384,3,327554
384,4,287414
384,5,521166
384,6,104415
384,7,547887
384,8,294343
384,9,157090
384,postquiz,96604
385,instructions,339721
385,prequiz,164762
385,0,402671
385,1,731847
385,2,275839
385,3,1027038
385,4,117183
385,5,595369
385,6,137743
385,7,274833
385,8,228717
385,9,180805
385,postquiz,93234
386,instructions,736892
386,prequiz,612618
386,0,172981
386,1,202591
386,2,90577
386,3,154524
386,4,134952
386,5,190413
386,6,162938
386,7,110247
386,8,155788
386,9,136890
386,postquiz,56771
387,instructions,16997
387,prequiz,6764
387,0,701197
387,1,513425
387,2,1059567
387,3,334815
387,4,212771
387,5,396759
387,6,402541
387,7,230972
387,8,275990
387,9,259075
387,postquiz,56663
388,instructions,1342970
388,prequiz,730274
388,0,419797
388,1,521754
388,2,317439
388,3,294469
388,4,332853
388,5,196203
388,6,130355
388,7,178963
388,8,168750
388,9,387254
388,postquiz,39107
389,instructions,48229
389,prequiz,63071
389,0,4760382
389,1,516623
389,2,165894
389,3,182533
389,4,161169
389,5,359155
389,6,308635
389,7,168704
389,8,179759
389,9,208539
389,postquiz,53107
390,instructions,120121
390,prequiz,15416
390,0,683914
390,1,118636
390,2,171697
390,3,695441
390,4,226929
390,5,569525
390,6,71072
390,7,341628
390,8,317866
390,9,72290
390,postquiz,64962
391,instructions,521166
391,prequiz,108452
391,0,235697
391,1,517387
391,2,202762
391,3,127372
391,4,226816
391,5,81512
391,6,109678
391,7,242420
391,8,79379
391,9,148860
391,postquiz,52583
392,instructions,1111973
392,prequiz,534434
392,0,638402
392,1,552912
392,2,517822
392,3,733944
392,4,303235
392,5,129798
392,6,384999
392,7,245812
392,8,180944
392,9,136180
392,postquiz,122638
393,instructions,977443
393,prequiz,107715
393,0,485812
393,1,268582
393,2,685736
393,3,180906
393,4,927863
393,5,240697
393,6,314054
393,7,895777
393,8,187594
393,9,118865
393,postquiz,38240
394,instructions,12029
394,prequiz,101823
394,0,384027
394,1,750816
394,2,357975
394,3,241772
394,4,454372
394,5,577328
394,6,429452
394,7,513337
394,8,1076179
394,9,144737
394,postquiz,249280
395,instructions,361148
395,prequiz,61943
395,0,1630872
395,1,644143
395,2,331060
395,3,440255
395,4,1223183
395,5,593594
395,6,375021
395,7,729804
395,8,513340
395,9,382104
395,postquiz,51371
396,instructions,4616237
396,prequiz,91375
396,0,707127
396,1,228653
396,2,217696
396,3,219330
396,4,69578
396,5,207062
396,6,274090
396,7,509246
396,8,357357
396,9,97786
396,postquiz,30082
397,instructions,43062
397,prequiz,37175
397,0,211510
397,1,161314
397,2,1034654
397,3,274641
397,4,342450
397,5,185413
397,6,253321
397,7,416144
397,8,289399
397,9,128057
397,postquiz,123200
398,instructions,718852
398,prequiz,115215
398,0,271105
398,1,1178321
398,2,919696
398,3,506371
398,4,107140
398,5,330747
398,6,429918
398,7,881205
398,8,339591
398,9,186277
398,postquiz,69501
399,instructions,125032
399,prequiz,42385
399,0,559846
399,1,518836
399,2,265139
399,3,273065
399,4,332385
399,5,263920
399,6,288370
399,7,199332
399,8,94306
399,9,150431
399,postquiz,145146
400,instructions,244488
400,prequiz,35719
400,0,188468
400,1,525892
400,2,883356
400,3,1026787
400,4,295616
400,5,384724
400,6,591509
400,7,457411
400,8,210416
400,9,504036
400,postquiz,50275
401,instructions,333697
401,prequiz,155074
401,0,967552
401,1,406765
401,2,324510
401,3,394328
401,4,356148
401,5,1098729
401,6,376453
401,7,191467
401,8,400942
401,9,246730
401,postquiz,71601
402,instructions,903822
402,prequiz,56690
402,0,319436
402,1,467833
402,2,155581
402,3,427588
402,4,149261
402,5,122129
402,6,171595
402,7,216085
402,8,400599
402,9,227512
402,postquiz,85078
403,instructions,821596
403,prequiz,385760
403,0,260627
403,1,279971
403,2,127475
403,3,276726
403,4,545277
403,5,327830
403,6,185301
403,7,368529
403,8,558306
403,9,773388
403,postquiz,81169
404,instructions,161985
404,prequiz,284559
404,0,844958
404,1,338599
404,2,119230
404,3,122916
404,4,143292
404,5,162833
404,6,77366
404,7,59245
404,8,88674
404,9,144719
404,postquiz,52807
405,instructions,416650
405,prequiz,415903
405,0,3935820
405,1,309891
405,2,240638
405,3,141010
405,4,83758
405,5,85183
405,6,80893
405,7,74323
405,8,87314
405,9,50781
405,postquiz,31392
406,instructions,239844
406,prequiz,21582
406,0,222241
406,1,80057
406,2,411394
406,3,184100
406,4,148451
406,5,700221
406,6,90172
406,7,828837
406,8,87615
406,9,182999
406,postquiz,187995
407,instructions,383194
407,prequiz,72697
407,0,732872
407,1,356831
407,2,377706
407,3,603677
407,4,1072653
407,5,1387495
407,6,429384
407,7,357755
407,8,584025
407,9,249689
407,postquiz,86517
408,instructions,4716
408,prequiz,18020
408,0,54806
408,1,50232
408,2,65118
408,3,83207
408,4,419270
408,5,233322
408,6,123140
408,7,61008
408,8,52751
408,9,60125
408,postquiz,22275
409,instructions,645731
409,prequiz,61937
409,0,110206
409,1,96301
409,2,155958
409,3,104086
409,4,128221
409,5,869622
409,6,134251
409,7,154487
409,8,117888
409,9,96232
409,postquiz,171730
410,instructions,56541
410,prequiz,50612
410,0,834787
410,1,549263
410,2,491986
410,3,839503
410,4,356106
410,5,438859
410,6,390608
410,7,176077
410,8,386055
410,9,266508
410,postquiz,52231
411,instructions,2095988
411,prequiz,2084176
411,0,583881
411,1,261377
411,2,272131
411,3,145250
411,4,152108
411,5,95580
411,6,126013
411,7,115620
411,8,214061
411,9,127386
411,postquiz,114669
412,instructions,295911
412,prequiz,20702
412,0,99215
412,1,677027
412,2,84928
412,3,253121
412,4,74407
412,5,218048
412,6,1013834
412,7,627468
412,8,420997
412,9,136331
412,postquiz,38636
413,instructions,184675
413,prequiz,15399
413,0,440784
413,1,254092
413,2,126608
413,3,165312
413,4,146761
413,5,390775
413,6,209918
413,7,413356
413,8,399912
413,9,227136
413,postquiz,152806
414,instructions,312605
414,prequiz,163695
414,0,241683
414,1,135487
414,2,167120
414,3,85368
414,4,82911
414,5,80955
414,6,75764
414,7,90964
414,8,113251
414,9,122577
414,postquiz,74801
415,instructions,528225
415,prequiz,14018
415,0,415460
415,1,651679
415,2,271818
415,3,252062
415,4,279232
415,5,362499
415,6,310977
415,7,542501
415,8,104627
415,9,255588
415,postquiz,100477
416,instructions,2458019
416,prequiz,878682
416,0,715894
416,1,970734
416,2,651924
416,3,213103
416,4,353696
416,5,113483
416,6,274465
416,7,102262
416,8,224266
416,9,99191
416,postquiz,67161
417,instructions,44492
417,prequiz,44450
417,0,565150
417,1,209954
417,2,552922
417,3,510951
417,4,818569
417,5,243363
417,6,414795
417,7,281681
417,8,259393
417,9,132942
417,postquiz,166563
418,instructions,1551686
418,prequiz,1467927
418,0,717971
418,1,176597
418,2,103241
418,3,81999
418,4,83180
418,5,73831
418,6,68119
418,7,61309
418,8,60002
418,9,65902
418,postquiz,73550
419,instructions,382883
419,prequiz,263075
419,0,309426
419,1,466185
419,2,209267
419,3,265014
419,4,309496
419,5,451519
419,6,256547
419,7,376538
419,8,116033
419,9,197366
419,postquiz,57337
420,instructions,124238
420,prequiz,141436
420,0,134150
420,1,78734
420,2,223521
420,3,83595
420,4,60813
420,5,78887
420,6,66225
420,7,56135
420,8,83808
420,9,71768
420,postquiz,31597
421,instructions,1871043
421,prequiz,1791959
421,0,1243266
421,1,743463
421,2,471246
421,3,535023
421,4,712560
421,5,242878
421,6,271627
421,7,327026
421,8,339834
421,9,314240
421,postquiz,112948
422,instructions,392023
422,prequiz,210871
422,0,180187
422,1,402637
422,2,97215
422,3,71502
422,4,62391
422,5,75425
422,6,106181
422,7,68871
422,8,73722
422,9,113202
422,postquiz,44807
423,instructions,1297233
423,prequiz,750172
423,0,2521951
423,1,822737
423,2,282013
423,3,776656
423,4,449672
423,5,1210893
423,6,962179
423,7,494131
423,8,424668
423,9,411099
423,postquiz,227985
424,instructions,366132
424,prequiz,157559
424,0,3329859
424,1,375682
424,2,319541
424,3,333291
424,4,158222
424,5,285109
424,6,163482
424,7,142199
424,8,234062
424,9,182785
424,postquiz,50288
425,instructions,1177993
425,prequiz,1253594
425,0,405747
425,1,265672
425,2,1260015
425,3,948959
425,4,1196239
425,5,1493457
425,6,619132
425,7,540912
425,8,379149
425,9,1125035
425,postquiz,88996
426,instructions,17823
426,prequiz,138053
426,0,354828
426,1,502220
426,2,308569
426,3,124830
426,4,317782
426,5,169729
426,6,317630
426,7,342670
426,8,316990
426,9,211524
426,postquiz,91677
427,instructions,10132
427,prequiz,8098
427,0,329897
427,1,159152
427,2,76461
427,3,1993208
427,4,183163
427,5,363586
427,6,151259
427,7,257191
427,8,140099
427,9,122055
427,postquiz,26994
428,instructions,59400
428,prequiz,58360
428,0,266111
428,1,194797
428,2,163445
428,3,340488
428,4,260286
428,5,295958
428,6,224182
428,7,69387
428,8,27686
428,9,106469
428,postquiz,50076
429,instructions,521020
429,prequiz,94327
429,0,118585
429,1,96947
429,2,69833
429,3,104276
429,4,86218
429,5,90497
429,6,92013
429,7,78128
429,8,121004
429,9,98369
429,postquiz,114008
430,instructions,167185
430,prequiz,46171
430,0,203027
430,1,241721
430,2,249617
430,3,157229
430,4,181478
430,5,167485
430,6,211391
430,7,126137
430,8,105553
430,9,314189
430,postquiz,38709
431,instructions,1075158
431,prequiz,126854
431,0,730591
431,1,670389
431,2,289207
431,3,1352115
431,4,835982
431,5,367103
431,6,447253
431,7,510890
431,8,247013
431,9,192851
431,postquiz,168407
432,instructions,77069
432,prequiz,18286
432,0,191224
432,1,88658
432,2,136363
432,3,133994
432,4,115716
432,5,91827
432,6,101726
432,7,88553
432,8,87201
432,9,95381
432,postquiz,20120
433,instructions,63097
433,prequiz,13245
433,0,543505
433,1,96186
433,2,434551
433,3,266647
433,4,98929
433,5,59571
433,6,268721
433,7,226470
433,8,243584
433,9,239785
433,postquiz,49248
434,instructions,608424
434,prequiz,608326
434,0,304815
434,1,668249
434,2,899049
434,3,103280
434,4,73172
434,5,71623
434,6,72364
434,7,83119
434,8,151359
434,9,80798
434,postquiz,82292
435,instructions,24878
435,prequiz,14011
435,0,469377
435,1,457776
435,2,223055
435,3,126317
435,4,124499
435,5,111805
435,6,192806
435,7,191323
435,8,188343
435,9,147980
435,postquiz,131412
436,instructions,521624
436,prequiz,514836
436,0,1498923
436,1,163243
436,2,191324
436,3,118690
436,4,174674
436,5,194788
436,6,205500
436,7,280404
436,8,113856
436,9,106181
436,postquiz,44881
437,instructions,159384
437,prequiz,21094
437,0,628054
437,1,755801
437,2,979097
437,3,270804
437,4,532906
437,5,308469
437,6,691081
437,7,1345824
437,8,325498
437,9,319769
437,postquiz,70046
438,instructions,73585
438,prequiz,64794
438,0,404381
438,1,1547186
438,2,99346
438,3,78227
438,4,94372
438,5,61761
438,6,66357
438,7,64849
438,8,85063
438,9,58510
438,postquiz,55757
439,instructions,262323
439,prequiz,7372
439,0,441245
439,1,1117725
439,2,291145
439,3,939219
439,4,240753
439,5,380952
439,6,414637
439,7,535893
439,8,580516
439,9,402672
439,postquiz,78519
440,instructions,59324
440,prequiz,21349
440,0,179629
440,1,388184
440,2,359019
440,3,540876
440,4,222635
440,5,255593
440,6,404836
440,7,310392
440,8,398187
440,9,243067
440,postquiz,82811
441,instructions,535279
441,prequiz,628913
441,0,916569
441,1,423866
441,2,262951
441,3,634238
441,4,280907
441,5,413862
441,6,505100
441,7,116211
441,8,546758
441,9,587435
441,postquiz,271978
442,instructions,416492
442,prequiz,57759
442,0,600696
442,1,462908
442,2,227892
442,3,339491
442,4,497133
442,5,405459
442,6,347527
442,7,521489
442,8,251864
442,9,282012
442,postquiz,68941
443,instructions,539411
443,prequiz,267516
443,0,861619
443,1,218488
443,2,868950
443,3,227072
443,4,169378
443,5,169086
443,6,141283
443,7,132093
443,8,132221
443,9,104339
443,postquiz,100399
444,instructions,218155
444,prequiz,115782
444,0,413755
444,1,309143
444,2,348517
444,3,394019
444,4,195660
444,5,230797
444,6,865587
444,7,452239
444,8,303038
444,9,148040
444,postquiz,83315
445,instructions,156994
445,prequiz,21089
445,0,213333
445,1,67997
445,2,148505
445,3,120978
445,4,38998
445,5,154838
445,6,108308
445,7,148732
445,8,102730
445,9,93560
445,postquiz,21855
446,instructions,432754
446,prequiz,200292
446,0,638880
446,1,118289
446,2,201441
446,3,543363
446,4,298322
446,5,188321
446,6,256169
446,7,410419
446,8,328652
446,9,250740
446,postquiz,89469
447,instructions,31417
447,prequiz,13153
447,0,195092
447,1,119677
447,2,188693
447,3,163809
447,4,121515
447,5,110421
447,6,111626
447,7,137512
447,8,182140
447,9,198564
447,postquiz,34500
448,instructions,184011
448,prequiz,68918
448,0,590383
448,1,679662
448,2,425897
448,3,749943
448,4,458775
448,5,350011
448,6,1352234
448,7,219494
448,8,198223
448,9,281960
448,postquiz,123034
449,instructions,206223
449,prequiz,177482
449,0,2735097
449,1,162463
449,2,88522
449,3,120139
449,4,181541
449,5,91411
449,6,63858
449,7,65389
449,8,71402
449,9,69473
449,postquiz,65485
450,instructions,460287
450,prequiz,30990
450,0,502530
450,1,140531
450,2,172682
450,3,159779
450,4,264166
450,5,137510
450,6,131635
450,7,159577
450,8,550654
450,9,1540588
450,postquiz,50068
451,instructions,220058
451,prequiz,400423
451,0,507820
451,1,351717
451,2,410603
451,3,513593
451,4,285889
451,5,361235
451,6,188398
451,7,112111
451,8,296809
451,9,232471
451,postquiz,27844
452,instructions,238095
452,prequiz,32409
452,0,152360
452,1,76850
452,2,222818
452,3,317223
452,4,159600
452,5,583623
452,6,262763
452,7,158602
452,8,606583
452,9,443607
452,postquiz,93866
453,instructions,132253
453,prequiz,95365
453,0,854985
453,1,464054
453,2,155500
453,3,281061
453,4,281158
453,5,285251
453,6,193062
453,7,646094
453,8,105139
453,9,65481
453,postquiz,127344
454,instructions,507912
454,prequiz,204468
454,0,1198646
454,1,636840
454,2,1063130
454,3,616917
454,4,624346
454,5,283190
454,6,990578
454,7,447302
454,8,194593
454,9,587658
454,postquiz,247941
455,instructions,479581
455,prequiz,297175
455,0,123702
455,1,93686
455,2,98738
455,3,101684
455,4,108236
455,5,80234
455,6,96103
455,7,87612
455,8,77071
455,9,105491
455,postquiz,48629
456,instructions,617123
456,prequiz,350784
456,0,647345
456,1,4462132
456,2,258810
456,3,1071665
456,4,231751
456,5,519119
456,6,497092
456,7,188919
456,8,431982
456,9,458994
456,postquiz,133688
457,instructions,74783
457,prequiz,14593
457,0,306019
457,1,293290
457,2,362500
457,3,135784
457,4,209330
457,5,163954
457,6,386489
457,7,155812
457,8,403700
457,9,99933
457,postquiz,45392
458,instructions,592597
458,prequiz,303782
458,0,862045
458,1,402752
458,2,738262
458,3,204140
458,4,271871
458,5,306092
458,6,239312
458,7,324437
458,8,228838
458,9,193506
458,postquiz,152437
459,instructions,89598
459,prequiz,13061
459,0,350530
459,1,79708
459,2,319501
459,3,239862
459,4,223808
459,5,169560
459,6,157452
459,7,185020
459,8,88831
459,9,194580
459,postquiz,67321
460,instructions,272369
460,prequiz,31534
460,0,178765
460,1,206678
460,2,341457
460,3,172895
460,4,767954
460,5,341140
460,6,36955
460,7,128404
460,8,135065
460,9,349991
460,postquiz,160087
461,instructions,131072
461,prequiz,120114
461,0,288588
461,1,165688
461,2,98344
461,3,135383
461,4,135911
461,5,117966
461,6,175357
461,7,84349
461,8,139719
461,9,115915
461,postquiz,90749
462,instructions,645438
462,prequiz,16557
462,0,945145
462,1,315589
462,2,286850
462,3,209670
462,4,356496
462,5,292931
462,6,136562
462,7,198819
462,8,268734
462,9,251774
462,postquiz,90611
463,instructions,246051
463,prequiz,337299
463,0,643450
463,1,662788
463,2,228543
463,3,315893
463,4,219781
463,5,361258
463,6,355229
463,7,193891
463,8,302493
463,9,270069
463,postquiz,65938
464,instructions,341607
464,prequiz,182630
464,0,534620
464,1,134295
464,2,172929
464,3,137509
464,4,99932
464,5,152744
464,6,303558
464,7,149130
464,8,203419
464,9,130900
464,postquiz,113010
465,instructions,152652
465,prequiz,15053
465,0,401943
465,1,177869
465,2,268175
465,3,286826
465,4,220130
465,5,103692
465,6,120470
465,7,307363
465,8,89307
465,9,57060
465,postquiz,18877
466,instructions,1087549
466,prequiz,676406
466,0,2231095
466,1,214498
466,2,191082
466,3,227761
466,4,150639
466,5,163699
466,6,222741
466,7,192461
466,8,218919
466,9,140384
466,postquiz,101478
467,instructions,199659
467,prequiz,17689
467,0,353015
467,1,592931
467,2,248224
467,3,214978
467,4,239343
467,5,356674
467,6,419958
467,7,177756
467,8,324831
467,9,313084
467,postquiz,55728
468,instructions,1882016
468,prequiz,714899
468,0,392406
468,1,797425
468,2,1616053
468,3,202604
468,4,410657
468,5,174039
468,6,96139
468,7,315319
468,8,136194
468,9,126215
468,postquiz,59397
469,instructions,157348
469,prequiz,88454
469,0,106730
469,1,56243
469,2,106965
469,3,85194
469,4,149193
469,5,127932
469,6,102117
469,7,162489
469,8,112161
469,9,110563
469,postquiz,54288
470,instructions,1484934
470,prequiz,661877
470,0,2402115
470,1,191869
470,2,123378
470,3,305607
470,4,200297
470,5,190318
470,6,219116
470,7,112385
470,8,165553
470,9,140055
470,postquiz,34013
471,instructions,7667
471,prequiz,4904
471,0,96113
471,1,72906
471,2,85500
471,3,63152
471,4,59487
471,5,60286
471,6,63067
471,7,65122
471,8,57966
471,9,59128
471,postquiz,26664
472,instructions,2514062
472,prequiz,2341516
472,0,463759
472,1,805105
472,2,273317
472,3,196763
472,4,302851
472,5,102398
472,6,111968
472,7,270663
472,8,113137
472,9,236549
472,postquiz,80264
473,instructions,162296
473,prequiz,6556
473,0,1143747
473,1,88617
473,2,184944
473,3,798949
473,4,90144
473,5,149565
473,6,80419
473,7,258031
473,8,124746
473,9,90901
473,postquiz,32184
474,instructions,691947
474,prequiz,2457912
474,0,212381
474,1,183483
474,2,134168
474,3,114148
474,4,222240
474,5,722769
474,6,2712795
474,7,94802
474,8,138506
474,9,122546
474,postquiz,52540
475,instructions,146940
475,prequiz,14129
475,0,202937
475,1,397188
475,2,66865
475,3,163210
475,4,77653
475,5,462290
475,6,415176
475,7,157847
475,8,276331
475,9,372028
475,postquiz,642353
476,instructions,11116
476,prequiz,26152
476,0,205850
476,1,128041
476,2,168735
476,3,83305
476,4,34626
476,5,98055
476,6,189991
476,7,96881
476,8,73575
476,9,1401668
476,postquiz,31870
477,instructions,530148
477,prequiz,479496
477,0,550706
477,1,126869
477,2,151940
477,3,432152
477,4,263255
477,5,180674
477,6,213181
477,7,174980
477,8,226239
477,9,144266
477,postquiz,127113
478,instructions,22134
478,prequiz,17623
478,0,372233
478,1,362675
478,2,74318
478,3,181238
478,4,117464
478,5,203490
478,6,400519
478,7,198291
478,8,320544
478,9,325541
478,postquiz,49005
479,instructions,1049057
479,prequiz,715011
479,0,493330
479,1,254318
479,2,268839
479,3,183077
479,4,325557
479,5,114106
479,6,138969
479,7,104373
479,8,135991
479,9,155241
479,postquiz,26894
480,instructions,184425
480,prequiz,16130
480,0,125816
480,1,174615
480,2,126168
480,3,103120
480,4,104767
480,5,248416
480,6,251592
480,7,91233
480,8,210448
480,9,122971
480,postquiz,46604
481,instructions,316649
481,prequiz,36491
481,0,730584
481,1,1608954
481,2,428023
481,3,704447
481,4,174750
481,5,395762
481,6,294442
481,7,220892
481,8,236197
481,9,173815
481,postquiz,30216
482,instructions,2325981
482,prequiz,27830
482,0,347872
482,1,136422
482,2,71004
482,3,58885
482,4,51911
482,5,51624
482,6,301256
482,7,209961
482,8,54793
482,9,58373
482,postquiz,55643
483,instructions,379235
483,prequiz,479929
483,0,1140426
483,1,496126
483,2,774573
483,3,864949
483,4,956538
483,5,396961
483,6,723639
483,7,343340
483,8,84342
483,9,190054
483,postquiz,51957
484,instructions,141015
484,prequiz,346874
484,0,921577
484,1,839185
484,2,469174
484,3,442151
484,4,453898
484,5,236491
484,6,251728
484,7,234643
484,8,423267
484,9,234879
484,postquiz,30085
485,instructions,517806
485,prequiz,27738
485,0,290900
485,1,444089
485,2,463554
485,3,67334
485,4,2483883
485,5,292739
485,6,169337
485,7,156535
485,8,155374
485,9,173662
485,postquiz,20873
486,instructions,185616
486,prequiz,43219
486,0,1445028
486,1,1002498
486,2,155695
486,3,148591
486,4,305529
486,5,1159781
486,6,259163
486,7,118647
486,8,161527
486,9,274977
486,postquiz,30900
487,instructions,183524
487,prequiz,60954
487,0,713120
487,1,431903
487,2,199270
487,3,328304
487,4,542622
487,5,183351
487,6,304629
487,7,341963
487,8,186171
487,9,210146
487,postquiz,49549
488,instructions,666055
488,prequiz,26160
488,0,317447
488,1,362959
488,2,163460
488,3,227966
488,4,343463
488,5,416164
488,6,544706
488,7,215058
488,8,128451
488,9,103118
488,postquiz,58493
489,instructions,11260
489,prequiz,21883
489,0,342610
489,1,524643
489,2,258068
489,3,383350
489,4,561288
489,5,795061
489,6,221313
489,7,345477
489,8,472471
489,9,408634
489,postquiz,139333
490,instructions,313055
490,prequiz,330448
490,0,224540
490,1,118478
490,2,128482
490,3,77071
490,4,80764
490,5,90827
490,6,62469
490,7,69928
490,8,65009
490,9,59667
490,postquiz,57307
491,instructions,408123
491,prequiz,42830
491,0,702000
491,1,374924
491,2,471894
491,3,211573
491,4,725761
491,5,351272
491,6,254715
491,7,67935
491,8,435465
491,9,250244
491,postquiz,51234
492,instructions,186036
492,prequiz,21682
492,0,356229
492,1,129266
492,2,211748
492,3,320380
492,4,122087
492,5,66361
492,6,204365
492,7,81820
492,8,106335
492,9,234715
492,postquiz,245171
493,instructions,463560
493,prequiz,157179
493,0,349011
493,1,427657
493,2,625159
493,3,4384994
493,4,308724
493,5,561992
493,6,213413
493,7,638640
493,8,582240
493,9,478367
493,postquiz,71064
494,instructions,235512
494,prequiz,28826
494,0,264387
494,1,201688
494,2,207735
494,3,459270
494,4,246415
494,5,74103
494,6,276877
494,7,196805
494,8,340963
494,9,101813
494,postquiz,45258
495,instructions,36575
495,prequiz,12212
495,0,475614
495,1,366407
495,2,785736
495,3,583058
495,4,880262
495,5,164125
495,6,592072
495,7,230086
495,8,868145
495,9,304144
495,postquiz,168337
496,instructions,462955
496,prequiz,34795
496,0,260569
496,1,182031
496,2,670143
496,3,268748
496,4,417282
496,5,398717
496,6,94991
496,7,63495
496,8,261540
496,9,475041
496,postquiz,75356
497,instructions,257970
497,prequiz,39240
497,0,242998
497,1,542077
497,2,589973
497,3,333169
497,4,175739
497,5,334198
497,6,511805
497,7,208914
497,8,272645
497,9,92154
497,postquiz,69199
498,instructions,146450
498,prequiz,20785
498,0,380852
498,1,339427
498,2,583348
498,3,104129
498,4,242699
498,5,105022
498,6,362393
498,7,297087
498,8,267535
498,9,97957
498,postquiz,152151
