subject,beginhit,beginexp,endhit,bonus,browser,platform,codeversion,status,postquiz_difficulty,postquiz_engagement,postquiz_gender,postquiz_dob,postquiz_experience,postquiz_comments,age_yrs,total_time_s
367,2020-07-14T15:38:42Z,2020-07-14T15:45:10Z,2020-07-14T17:07:41Z,0.73,chrome,windows,0.0.7,7,5,7,male,1953-03-31,A LOT over many years.,"Even though it was a challenge, I enjoyed this task including the way it flowed.",67.252,5339
368,2020-07-10T15:52:36Z,2020-07-10T16:01:28Z,2020-07-10T17:53:12Z,0.62,chrome,windows,0.0.7,7,7,7,male,1986-08-12,None,No,33.885,7236
369,2020-07-10T19:22:39Z,2020-07-10T19:25:24Z,2020-07-10T20:39:25Z,0.57,chrome,windows,0.0.7,7,6,7,female,1987-03-01,None,"Frustrating at some points, but fun!",33.334,4606
370,2020-07-11T01:54:22Z,2020-07-11T01:59:11Z,2020-07-11T02:45:01Z,0.3,chrome,windows,0.0.7,7,7,6,male,1983-05-12,"Learn about the education, practical steps, and experience you'll need to become a Computer Programmer.",good and use full survey very difficult but improve knowledge used one. like very much that survey,37.137,3039
371,2020-07-10T18:37:42Z,2020-07-10T18:43:03Z,2020-07-10T19:47:54Z,0.84,chrome,windows,0.0.7,7,4,7,male,1986-09-18,Built ecommerce websites and phones apps,It was fun,33.784,4212
372,2020-07-13T15:53:53Z,2020-07-13T15:55:47Z,2020-07-13T16:21:53Z,0.66,chrome,windows,0.0.7,7,5,6,female,NA,None at all,"This was a fun hit, no problems at all",NA,1680
373,2020-07-13T14:29:02Z,2020-07-13T14:39:26Z,2020-07-13T16:23:05Z,0.72,chrome,windows,0.0.7,7,3,4,female,1999-04-14,none,no comments,21.214,6843
374,2020-07-10T16:06:03Z,2020-07-10T16:12:59Z,2020-07-10T17:15:07Z,0.64,chrome,windows,0.0.7,7,4,5,female,1974-03-02,done,nice survey,46.332,4144
375,2020-07-10T15:43:02Z,2020-07-10T15:52:24Z,2020-07-10T16:30:35Z,0.53,chrome,windows,0.0.7,7,5,7,female,1989-09-21,Very helpful.,Interesting and Good.,30.776,2853
376,2020-07-10T15:44:03Z,2020-07-10T17:55:36Z,2020-07-10T18:31:08Z,0.77,chrome,windows,0.0.7,7,4,7,female,1995-08-03,11,nothing,24.91,10025
377,2020-07-14T19:24:29Z,2020-07-14T19:25:27Z,2020-07-14T20:53:44Z,0.21,chrome,windows,0.0.7,7,2,6,male,1988-04-03,yes good,good,32.244,5355
378,2020-07-14T18:32:02Z,2020-07-14T18:37:21Z,2020-07-14T19:54:11Z,0.7,chrome,windows,0.0.7,7,4,7,male,1980-03-06,None,Interesting but frustrating because of all the typing involving,40.321,4929
379,2020-07-10T15:43:53Z,2020-07-10T15:52:57Z,2020-07-10T17:10:48Z,0.46,chrome,windows,0.0.7,7,5,6,male,1990-03-29,NONE,GOOD,30.258,5215
380,2020-07-13T13:56:10Z,2020-07-13T14:23:42Z,2020-07-13T15:26:35Z,0.33,chrome,windows,0.0.7,7,6,4,female,1995-07-12,5,GOOD,24.97,5425
381,2020-07-10T15:37:29Z,2020-07-10T15:41:08Z,2020-07-10T16:07:51Z,0.85,chrome,windows,0.0.7,7,4,7,male,1981-04-13,none,I thought it was really fun!,39.216,1822
382,2020-07-14T19:10:54Z,2020-07-14T19:11:13Z,2020-07-14T20:16:58Z,0.25,chrome,windows,0.0.7,7,7,6,female,1995-07-20,Nothing Yet,NA,24.948,3964
383,2020-07-14T16:06:50Z,2020-07-14T16:18:18Z,2020-07-14T17:02:38Z,0.13,chrome,windows,0.0.7,7,6,7,female,1966-04-26,2,i like very much to do,54.181,3348
384,2020-07-13T13:14:39Z,2020-07-13T14:24:54Z,2020-07-13T15:41:43Z,0.4,chrome,windows,0.0.7,7,6,6,male,1981-06-18,C++ and little of PHP,nice but educational survey,39.036,8824
385,2020-07-13T13:19:25Z,2020-07-13T14:36:38Z,2020-07-13T15:47:03Z,0.66,chrome,linux,0.0.7,7,4,7,male,1979-08-06,None,The hit was so interesting. And educative.,40.902,8858
386,2020-07-14T19:09:00Z,2020-07-14T19:21:27Z,2020-07-14T19:48:46Z,0.65,chrome,windows,0.0.7,7,6,6,male,1990-04-13,Taken the recent time of programming will know,This HIT was much attractive and also a somewhat technical problem,30.216,2386
387,2020-07-14T16:12:47Z,2020-07-14T16:13:08Z,2020-07-14T17:27:55Z,0.2,chrome,windows,0.0.7,7,7,1,female,1983-08-23,yes,no,36.855,4508
388,2020-07-13T14:18:10Z,2020-07-13T14:42:32Z,2020-07-13T15:35:24Z,0.38,chrome,windows,0.0.7,7,2,3,male,1989-09-12,GOOD,NONE,30.801,4634
389,2020-07-14T18:06:53Z,2020-07-14T18:07:43Z,2020-07-14T20:09:10Z,0.61,chrome,windows,0.0.7,7,5,4,female,1990-05-16,few answers correct,no issue,30.126,7337
390,2020-07-10T18:44:57Z,2020-07-10T18:47:01Z,2020-07-10T19:43:15Z,0.7,chrome,windows,0.0.7,7,4,6,male,1999-07-17,Some basic programming knowledge.,NA,20.956,3498
391,2020-07-08T17:04:06Z,2020-07-08T17:13:13Z,2020-07-08T17:49:42Z,0.57,chrome,windows,0.0.6,7,2,7,male,1993-06-05,2,very nice,27.071,2736
392,2020-07-08T20:30:01Z,2020-07-08T20:48:44Z,2020-07-08T21:56:09Z,0.46,chrome,windows,0.0.6,7,6,5,male,1975-04-02,Well done,Mind Blowing,45.247,5168
393,2020-07-08T16:59:12Z,2020-07-08T17:15:32Z,2020-07-08T18:28:34Z,0.25,chrome,windows,0.0.6,7,7,4,male,1989-04-04,Some html in highschool,No,31.241,5362
394,2020-07-14T19:03:26Z,2020-07-14T19:03:45Z,2020-07-14T20:34:43Z,0.41,chrome,windows,0.0.7,7,6,6,male,1969-03-08,Ten,"Very interesting Survey and no technical difficulties, i recommend to my friends",51.315,5477
395,2020-07-10T15:50:58Z,2020-07-10T15:57:29Z,2020-07-10T17:54:49Z,0.22,chrome,windows,0.0.7,7,7,7,female,1990-11-13,very little,none,29.631,7431
396,2020-07-13T13:35:22Z,2020-07-13T15:03:14Z,2020-07-13T15:52:43Z,0.63,chrome,windows,0.0.7,7,6,7,male,1971-09-25,none,none,48.765,8241
397,2020-07-10T21:02:48Z,2020-07-10T21:03:38Z,2020-07-10T22:01:34Z,0.37,chrome,windows,0.0.7,7,7,4,male,1971-04-23,none,no it is very interesting,49.189,3526
398,2020-07-14T19:11:49Z,2020-07-14T19:23:59Z,2020-07-14T20:54:01Z,0.49,chrome,windows,0.0.7,7,6,5,female,1990-11-02,None,N/A,29.661,6132
399,2020-07-10T17:37:38Z,2020-07-10T17:39:50Z,2020-07-10T18:33:02Z,0.57,chrome,windows,0.0.7,7,4,7,male,1980-11-05,5,finding  the pattern was extremly difficult for some it was easy but too difficult,39.653,3324
400,2020-07-13T14:20:55Z,2020-07-13T14:25:05Z,2020-07-13T15:53:22Z,0.49,chrome,windows,0.0.7,7,7,7,male,1989-07-05,Python class,"Hard, but kinda fun.",30.989,5547
401,2020-07-14T21:37:12Z,2020-07-14T21:42:50Z,2020-07-14T23:04:09Z,0.6,chrome,windows,0.0.7,7,6,7,male,1991-08-15,NONE,NICE,28.877,5217
402,2020-07-10T16:28:50Z,2020-07-10T16:44:03Z,2020-07-10T17:31:23Z,0.47,chrome,windows,0.0.7,7,4,6,male,1991-01-24,data processor,good,29.434,3753
403,2020-07-13T14:16:32Z,2020-07-13T14:32:09Z,2020-07-13T15:40:43Z,0.21,chrome,windows,0.0.7,7,6,5,male,1989-03-15,good,good,31.296,5051
404,2020-07-13T14:52:10Z,2020-07-13T14:55:17Z,2020-07-13T15:37:38Z,0.27,chrome,windows,0.0.7,7,3,3,male,1999-06-03,None,no,21.077,2728
405,2020-07-13T14:18:15Z,2020-07-13T14:26:56Z,2020-07-13T15:58:26Z,0.17,chrome,windows,0.0.7,7,6,6,female,1987-08-09,10,good,32.893,6011
406,2020-07-10T16:33:57Z,2020-07-10T16:38:00Z,2020-07-10T17:31:28Z,0.81,chrome,windows,0.0.7,7,3,7,female,1959-09-20,None.,"Loved it! It was mildly challenging, so it made me feel smart without forcing me to exert too much effort ;-)",60.779,3451
407,2020-07-14T18:33:14Z,2020-07-14T18:39:40Z,2020-07-14T20:24:16Z,0.5,chrome,windows,0.0.7,7,7,6,female,1985-04-09,GOOD,NICE,35.227,6662
408,2020-07-14T13:17:23Z,2020-07-14T13:17:36Z,2020-07-14T13:38:25Z,0.07,chrome,windows,0.0.7,7,5,5,male,2019-07-14,2,good,0.964,1262
409,2020-07-10T17:37:46Z,2020-07-10T17:48:34Z,2020-07-10T18:26:47Z,0,chrome,macos,0.0.7,5,2,6,male,1989-11-13,Built website,It was good.,30.631,2941
410,2020-07-10T19:15:09Z,2020-07-10T19:16:13Z,2020-07-10T20:37:32Z,0.48,chrome,windows,0.0.7,7,5,7,male,1999-07-22,none,very good,20.943,4943
411,2020-07-10T15:44:45Z,2020-07-10T16:19:45Z,2020-07-10T16:57:42Z,0.13,chrome,macos,0.0.7,7,2,5,male,1956-10-02,nothing,good,63.746,4377
412,2020-07-08T21:15:23Z,2020-07-08T21:20:21Z,2020-07-08T22:22:42Z,0.74,firefox,windows,0.0.6,7,6,7,female,1984-01-07,None,Good experience. No issues.,36.481,4039
413,2020-07-13T14:22:34Z,2020-07-13T14:26:06Z,2020-07-13T15:15:39Z,0.75,chrome,windows,0.0.7,7,4,7,female,1990-09-02,I've taken several introductory classes but I've never gone beyond the basics.,"It was a little long, but it was interesting. It would have been nice to know the answer to round 6.",29.828,3185
414,2020-07-13T14:21:48Z,2020-07-13T14:28:16Z,2020-07-13T14:50:39Z,0.02,chrome,windows,0.0.7,7,5,6,male,1965-07-22,LIBERAL,NO,54.943,1731
415,2020-07-13T13:50:20Z,2020-07-13T14:29:09Z,2020-07-13T15:31:49Z,0.81,chrome,windows,0.0.7,7,6,7,male,1996-08-12,None,Very interesting and very engaging task. No technical difficulties.,23.885,6089
416,2020-07-10T15:42:49Z,2020-07-10T16:24:19Z,2020-07-10T17:49:56Z,0.46,chrome,windows,0.0.7,7,5,4,male,1988-04-10,I am fully understand the instruction and how to do this task information gather to find the solution.,excellent this work and i am more enjoyed.,32.225,7627
417,2020-07-14T19:05:06Z,2020-07-14T19:06:01Z,2020-07-14T20:15:57Z,0.39,chrome,windows,0.0.7,7,4,4,male,1981-03-03,Very good programming,No difficult easy experiment,39.329,4251
418,2020-07-13T14:35:03Z,2020-07-13T15:02:57Z,2020-07-13T15:33:13Z,0,chrome,windows,0.0.7,5,5,5,male,NA,very  good,good,NA,3490
419,2020-07-10T15:46:27Z,2020-07-10T15:53:02Z,2020-07-10T16:44:58Z,0.38,chrome,windows,0.0.7,7,5,6,female,1990-04-12,built a website once.,It is interesting survey.,30.219,3511
420,2020-07-14T16:23:14Z,2020-07-14T16:25:27Z,2020-07-14T16:42:31Z,0.01,chrome,windows,0.0.7,7,4,5,male,1972-07-23,Good,Good,47.94,1157
421,2020-07-13T13:21:06Z,2020-07-13T14:21:10Z,2020-07-13T15:54:03Z,0.16,chrome,windows,0.0.7,7,6,7,NA,1989-09-08,100,none,30.811,9177
422,2020-07-10T17:57:25Z,2020-07-10T18:04:11Z,2020-07-10T18:27:07Z,0.32,chrome,windows,0.0.7,7,6,6,male,1983-05-23,none.,NA,37.107,1782
423,2020-07-10T15:45:42Z,2020-07-10T16:07:30Z,2020-07-10T18:33:00Z,0.47,chrome,windows,0.0.7,7,5,3,female,1990-07-11,good level programming it him this work,very good decision study of him,29.973,10038
424,2020-07-10T16:06:49Z,2020-07-10T16:13:01Z,2020-07-10T17:51:56Z,0.29,chrome,windows,0.0.7,7,3,4,male,1999-07-21,88,no,20.945,6307
425,2020-07-14T18:31:35Z,2020-07-14T18:51:18Z,2020-07-14T21:13:15Z,0.47,chrome,windows,0.0.7,7,1,6,male,1978-04-14,This program is very best,Nothing,42.214,9700
426,2020-07-14T13:23:03Z,2020-07-14T13:23:24Z,2020-07-14T14:17:57Z,0.64,chrome,windows,0.0.7,7,5,4,male,1973-05-17,none,good,47.123,3294
427,2020-07-13T14:17:07Z,2020-07-13T14:20:11Z,2020-07-13T15:24:47Z,0.23,chrome,windows,0.0.7,7,4,7,male,1999-03-12,no,nice,21.304,4060
428,2020-07-10T20:42:46Z,2020-07-10T20:43:47Z,2020-07-10T21:18:14Z,0.37,chrome,windows,0.0.7,7,7,6,male,1991-03-13,I have watched some videos and had some friends who did programming in the past but that is it!,This hit was difficult because you had to use math and figure out the sequence/rule! It was still fun and I would recommend it to other people!,29.301,2128
429,2020-07-14T21:32:12Z,2020-07-14T21:41:02Z,2020-07-14T22:00:10Z,0.06,chrome,windows,0.0.7,7,6,5,male,1982-05-06,95,very development this survey,38.153,1678
430,2020-07-10T17:34:27Z,2020-07-10T17:37:17Z,2020-07-10T18:10:55Z,0.49,firefox,linux,0.0.7,7,3,6,female,1993-07-29,I took a 200 level Matlab course in college but that was some time ago.,NA,26.923,2188
431,2020-07-10T17:12:49Z,2020-07-10T17:30:46Z,2020-07-10T19:11:31Z,0.63,chrome,windows,0.0.7,7,5,4,male,1965-05-20,none,excellent,55.115,7122
432,2020-07-08T16:56:49Z,2020-07-08T16:58:10Z,2020-07-08T17:18:27Z,0.46,chrome,macos,0.0.6,7,5,5,female,1997-07-02,none,good,22.997,1298
433,2020-07-14T17:12:33Z,2020-07-14T17:13:42Z,2020-07-14T17:56:34Z,0.47,chrome,windows,0.0.7,7,4,2,male,1989-04-26,good,nothing,31.181,2641
434,2020-07-10T15:53:34Z,2020-07-10T16:04:18Z,2020-07-10T16:48:22Z,0.01,chrome,windows,0.0.7,7,5,5,male,1989-12-10,very well for this,Good,30.557,3288
435,2020-07-10T16:42:53Z,2020-07-10T16:43:23Z,2020-07-10T17:23:35Z,0.08,chrome,windows,0.0.7,7,5,5,male,1989-05-14,10,good,31.132,2442
436,2020-07-13T14:15:25Z,2020-07-13T14:24:16Z,2020-07-13T15:23:12Z,0.09,chrome,windows,0.0.7,7,6,6,NA,1999-07-18,good,good,20.954,4067
437,2020-07-10T19:24:51Z,2020-07-10T19:27:33Z,2020-07-10T21:12:05Z,0.61,chrome,windows,0.0.7,7,7,7,male,1986-11-12,NONE,NO,33.634,6434
438,2020-07-08T19:26:43Z,2020-07-08T19:28:02Z,2020-07-08T20:12:31Z,0.01,chrome,windows,0.0.6,7,7,7,male,1972-07-11,10,good,47.973,2748
439,2020-07-14T18:33:15Z,2020-07-14T18:37:46Z,2020-07-14T20:09:09Z,0.29,chrome,windows,0.0.7,7,5,5,male,1999-07-13,none,good,20.967,5754
440,2020-07-10T17:46:01Z,2020-07-10T17:47:09Z,2020-07-10T18:44:41Z,0.57,chrome,windows,0.0.7,7,1,7,female,1984-07-02,3,This task is very interesting. very clear.,35.997,3520
441,2020-07-14T13:28:25Z,2020-07-14T13:37:22Z,2020-07-14T15:14:54Z,0.47,chrome,windows,0.0.7,7,5,4,male,1990-03-05,2,Great survey,30.323,6389
442,2020-07-10T16:47:21Z,2020-07-10T16:54:23Z,2020-07-10T18:02:50Z,0.5,chrome,windows,0.0.7,7,5,7,male,1979-01-02,I am beginner level.,All went smooth.,41.495,4529
443,2020-07-08T17:07:14Z,2020-07-08T17:16:18Z,2020-07-08T18:10:13Z,0.06,chrome,macos,0.0.6,7,7,4,male,1985-07-16,litle bit knowledge,no thanks,34.959,3779
444,2020-07-13T13:54:29Z,2020-07-13T14:24:16Z,2020-07-13T15:27:34Z,0.56,chrome,windows,0.0.7,7,4,3,female,1952-10-31,Good activiyt,Nice survey and mind thinking is normal,67.667,5585
445,2020-07-13T14:55:17Z,2020-07-13T14:57:56Z,2020-07-13T15:19:04Z,0.67,chrome,windows,0.0.7,7,4,7,male,1987-12-16,none,I had no issues,32.541,1427
446,2020-07-14T13:58:55Z,2020-07-14T14:06:15Z,2020-07-14T15:07:15Z,0.28,chrome,windows,0.0.7,7,2,2,male,1990-06-05,It is some difficult in computer programming.,Good task.,30.071,4100
447,2020-07-09T03:28:25Z,2020-07-09T03:29:04Z,2020-07-09T03:55:36Z,0.01,chrome,windows,0.0.6,7,2,2,female,NA,very useful,none,NA,1631
448,2020-07-10T15:43:10Z,2020-07-10T15:46:26Z,2020-07-10T17:22:51Z,0.79,chrome,windows,0.0.7,7,4,5,male,1991-07-13,none,very interesting,28.967,5981
449,2020-07-13T13:11:32Z,2020-07-13T14:45:14Z,2020-07-13T15:56:37Z,0.07,chrome,windows,0.0.7,7,5,5,male,1987-10-24,HAVE MAKE IT PROPERLY,EASY TO ANSWERED,32.686,9905
450,2020-07-10T18:23:12Z,2020-07-10T18:30:54Z,2020-07-10T19:35:09Z,0.7,chrome,windows,0.0.7,7,4,7,female,1972-10-31,None,No problems. It was fun to do,47.667,4317
451,2020-07-13T13:24:54Z,2020-07-13T14:19:22Z,2020-07-13T15:20:32Z,0.31,chrome,windows,0.0.7,7,5,4,male,1988-04-10,very much,excellent,32.225,6938
452,2020-07-10T16:45:31Z,2020-07-10T16:49:31Z,2020-07-10T17:41:48Z,0.75,firefox,windows,0.0.7,7,4,5,male,1977-08-26,"Not much. I know a little bit of javascript and ahk, but I'm not a programmer.",Everything was fine. Thank you.,42.847,3377
453,2020-07-13T13:12:01Z,2020-07-13T13:14:44Z,2020-07-13T14:15:15Z,0.55,chrome,windows,0.0.7,7,7,4,male,1989-10-30,Built a website once in High School.,This HIT was really difficult for me because I am really bad at math. I would probably recommend it to others.,30.669,3794
454,2020-07-10T18:39:08Z,2020-07-10T18:47:38Z,2020-07-10T20:48:55Z,0.61,chrome,windows,0.0.7,7,6,7,male,1988-10-23,I have built my own website. It's a portfolio for my art/ place where costumers can buy my artwork.,"This was very engaging, as well as challenging. Some of the rules were easy to pick up on, but others just seemed completely random. Overall I'd say this was a quality survey.",31.689,7787
455,2020-07-14T22:49:40Z,2020-07-14T22:57:47Z,2020-07-14T23:17:49Z,0,chrome,windows,0.0.7,5,4,5,male,1989-02-14,GOOD,NICE,31.377,1689
456,2020-07-08T16:58:05Z,2020-07-08T17:08:33Z,2020-07-08T19:38:58Z,0.55,chrome,windows,0.0.6,7,4,7,male,1978-07-10,basic computer programming,nothing technical difficulties,41.975,9653
457,2020-07-10T15:52:22Z,2020-07-10T15:53:42Z,2020-07-10T16:38:08Z,0.62,chrome,windows,0.0.7,7,5,7,female,1980-04-27,built a wix website,engaging,40.178,2746
458,2020-07-13T14:21:13Z,2020-07-13T14:32:53Z,2020-07-13T15:42:18Z,0.31,chrome,windows,0.0.7,7,4,5,male,1980-04-03,"Proficient computing, and programming.",good experiment,40.244,4865
459,2020-07-08T17:41:26Z,2020-07-08T17:42:58Z,2020-07-08T18:19:05Z,0.41,chrome,windows,0.0.6,7,6,5,male,1990-09-17,None,"Really unique and engaging HIT. Don't think I have ever done a HIT like this and it was really thought-provoking, thank you!",29.787,2259
460,2020-07-10T18:38:53Z,2020-07-10T18:43:28Z,2020-07-10T19:31:32Z,0.73,chrome,windows,0.0.7,7,5,7,male,1972-08-30,I did some programming as a teenager and took some college programming classes.,"No problems. Enjoyed the HIT quite a bit. I wish that you would show the answers to the questions at the end, as the one I couldn't solve still bothers me. :)",47.836,3159
461,2020-07-13T13:11:01Z,2020-07-13T13:14:41Z,2020-07-13T14:20:06Z,0.32,chrome,windows,0.0.7,7,6,7,male,1990-02-06,full,none,30.399,4145
462,2020-07-13T14:23:08Z,2020-07-13T14:35:03Z,2020-07-13T15:33:12Z,0.6,chrome,windows,0.0.7,7,6,7,male,1985-09-28,1,nice and interesting,34.757,4204
463,2020-07-13T14:47:32Z,2020-07-13T14:51:47Z,2020-07-13T15:59:01Z,0.47,chrome,windows,0.0.7,7,3,5,male,1989-07-11,very interests on program,Good,30.973,4289
464,2020-07-10T16:40:36Z,2020-07-10T16:46:33Z,2020-07-10T17:25:42Z,0.09,chrome,windows,0.0.7,7,5,6,male,1990-07-07,non,good,29.984,2706
465,2020-07-08T17:12:02Z,2020-07-08T17:14:37Z,2020-07-08T17:49:12Z,0.74,firefox,windows,0.0.6,7,5,6,female,1993-12-15,None,Everything was good,26.544,2230
466,2020-07-13T14:16:35Z,2020-07-13T14:37:40Z,2020-07-13T15:55:05Z,0.45,chrome,windows,0.0.7,7,3,3,female,1975-11-13,Good,Nice,44.631,5910
467,2020-07-10T15:37:43Z,2020-07-10T15:41:06Z,2020-07-10T16:36:42Z,0.75,firefox,windows,0.0.7,7,3,7,female,1988-01-01,none,It was fine as it was,32.497,3539
468,2020-07-10T16:39:15Z,2020-07-10T17:10:46Z,2020-07-10T18:25:02Z,0.62,chrome,windows,0.0.7,7,1,7,male,1990-02-05,None,Excellent,30.402,6347
469,2020-07-08T18:55:31Z,2020-07-08T18:58:10Z,2020-07-08T19:18:24Z,0.26,firefox,windows,0.0.6,7,7,7,male,1988-09-03,None,"No difficulties, I would recommend it, because it was very stimulating.",31.825,1373
470,2020-07-14T13:28:10Z,2020-07-14T13:52:58Z,2020-07-14T15:02:30Z,0.41,chrome,windows,0.0.7,7,4,7,female,NA,NA,NA,NA,5660
471,2020-07-08T16:54:54Z,2020-07-08T16:55:04Z,2020-07-08T17:07:04Z,0.09,chrome,windows,0.0.6,7,7,7,male,1987-01-25,a little bit,NA,33.432,730
472,2020-07-08T17:20:50Z,2020-07-08T18:02:52Z,2020-07-08T18:53:57Z,0.06,chrome,windows,0.0.6,7,7,6,female,1984-02-02,Very useful.,This survey is very interesting.,36.41,5587
473,2020-07-14T13:40:51Z,2020-07-14T13:43:40Z,2020-07-14T14:34:40Z,0.2,chrome,windows,0.0.7,7,6,2,male,1987-03-16,5,good,33.293,3229
474,2020-07-13T13:52:16Z,2020-07-13T14:19:26Z,2020-07-13T16:09:58Z,0.11,chrome,windows,0.0.7,7,7,7,female,1983-07-02,basic,no,36.997,8262
475,2020-07-13T13:16:32Z,2020-07-13T13:20:24Z,2020-07-13T14:15:17Z,0.84,firefox,linux,0.0.7,7,6,7,male,1999-07-19,"Only very little Python experience, simple console output calculators and stuff.","Brilliant HIT, I genuinely want a game like this for fun. Very enjoyable.",20.951,3525
476,2020-07-14T14:50:38Z,2020-07-14T14:50:58Z,2020-07-14T15:33:35Z,0.41,chrome,windows,0.0.7,7,1,7,male,1991-07-14,None,Nice task and thanks for the opportunity,28.964,2577
477,2020-07-10T19:00:47Z,2020-07-10T19:09:39Z,2020-07-10T19:53:22Z,0.09,chrome,windows,0.0.7,7,4,7,male,1980-12-12,I am also professional developer and making a design,I am like for good feel for this study mostly very honest for all question answer me so please paid this hit thank you so much please paid hit.,39.552,3155
478,2020-07-13T14:36:51Z,2020-07-13T14:37:28Z,2020-07-13T15:21:27Z,0.75,chrome,windows,0.0.7,7,7,7,male,1986-03-11,No Experience,No,34.307,2676
479,2020-07-10T16:51:49Z,2020-07-10T17:09:29Z,2020-07-10T17:53:02Z,0.38,chrome,windows,0.0.7,7,5,5,female,1977-10-04,it is easy study,thanks,42.74,3673
480,2020-07-10T15:49:40Z,2020-07-10T15:52:46Z,2020-07-10T16:19:58Z,0.82,chrome,windows,0.0.7,7,4,6,male,1990-12-07,None,"Fine. No. Yes, but bonus-ing is too low.",29.566,1818
481,2020-07-13T13:22:06Z,2020-07-13T14:42:32Z,2020-07-13T16:07:15Z,0.34,chrome,windows,0.0.7,7,5,5,male,NA,none,nice,NA,9909
482,2020-07-13T13:19:54Z,2020-07-13T14:28:36Z,2020-07-13T15:31:13Z,0.03,chrome,windows,0.0.7,7,4,2,male,2019-07-13,good,good,0.967,7879
483,2020-07-14T19:02:30Z,2020-07-14T19:08:51Z,2020-07-14T20:56:33Z,0.14,chrome,windows,0.0.7,7,6,7,male,1988-06-21,Some coding,NA,32.027,6843
484,2020-07-10T18:05:12Z,2020-07-10T18:07:41Z,2020-07-10T19:48:19Z,0.27,chrome,windows,0.0.7,7,7,7,male,1990-10-18,good,good,29.702,6187
485,2020-07-08T18:25:16Z,2020-07-08T18:33:58Z,2020-07-08T19:53:21Z,0.45,chrome,windows,0.0.6,7,7,7,female,1997-11-18,None,No difficulties,22.617,5285
486,2020-07-14T17:41:13Z,2020-07-14T17:44:21Z,2020-07-14T19:09:37Z,0.44,chrome,windows,0.0.7,7,5,6,female,1984-01-31,web developer,NA,36.415,5304
487,2020-07-13T14:24:54Z,2020-07-13T14:28:08Z,2020-07-13T15:28:21Z,0.52,chrome,windows,0.0.7,7,5,6,male,1989-07-26,No. I work new and good,good,30.932,3807
488,2020-07-14T16:20:35Z,2020-07-14T16:31:43Z,2020-07-14T17:22:56Z,0.28,chrome,windows,0.0.7,7,5,6,male,1993-03-03,Nope,Some what difficult but enjoyable.,27.329,3741
489,2020-07-14T15:57:52Z,2020-07-14T16:09:32Z,2020-07-14T17:31:53Z,0.22,chrome,windows,0.0.7,7,7,5,male,1988-06-13,10 rounds of counting programming done to participate.,very nice hit. No technical difficulties. very nice survey.,32.049,5641
490,2020-07-10T18:16:45Z,2020-07-10T18:26:55Z,2020-07-10T18:45:12Z,0.03,chrome,windows,0.0.7,7,4,4,male,1990-07-10,none,good survey,29.975,1707
491,2020-07-10T18:52:37Z,2020-07-10T18:59:27Z,2020-07-10T20:05:52Z,0.76,chrome,windows,0.0.7,7,4,7,female,1981-09-05,None,None,38.82,4395
492,2020-07-13T13:10:37Z,2020-07-13T13:14:04Z,2020-07-13T14:15:07Z,0.73,chrome,windows,0.0.7,7,7,6,male,1980-09-08,some but not a lot,it went pretty easy. would recommend to others.,39.811,3870
493,2020-07-10T15:57:09Z,2020-07-10T16:04:57Z,2020-07-10T18:36:00Z,0.47,chrome,windows,0.0.7,7,7,7,male,1985-05-25,yes,interesting,35.101,9531
494,2020-07-14T20:17:59Z,2020-07-14T20:22:16Z,2020-07-14T21:03:22Z,0.81,chrome,windows,0.0.7,7,6,6,female,1989-11-25,none,no problems,30.598,2723
495,2020-07-14T13:39:08Z,2020-07-14T13:39:50Z,2020-07-14T15:10:49Z,0.59,chrome,windows,0.0.7,7,5,4,male,1968-12-26,The survey on very interest and understanding question,Good,51.514,5501
496,2020-07-10T15:51:36Z,2020-07-10T15:59:22Z,2020-07-10T16:53:52Z,0.57,firefox,windows,0.0.7,7,7,7,male,1987-05-05,None.,"The actual task worked smoothly, but I refreshed the HIT landing page on MTurk and it had given me an error.",33.156,3736
497,2020-07-10T15:37:31Z,2020-07-10T15:41:59Z,2020-07-10T16:39:44Z,0.63,chrome,windows,0.0.7,7,5,7,male,1995-10-08,none,it took long but I liked trying to figure out each rule,24.73,3733
498,2020-07-13T13:14:53Z,2020-07-13T13:18:14Z,2020-07-13T14:20:07Z,0.41,chrome,windows,0.0.7,7,4,7,female,1998-07-02,Professional Developer,It was fun,21.997,3914
